time,touch0,touch1,touch2,touch3,touch4,touch5,touch6,touch7,touch8,touch9,touch10,touch11,touch12,touch13,touch14,touch15,touch16,touch17,touch18,touch19,touch20,touch21,touch22,touch23,touch24,touch25,pressure0,pressure1,pressure2,pressure3,pressure4,pressure5,pressure6,pressure7,pressure8,pressure9,pressure10,pressure11,pressure12,vibration0,vibration1,vibration2,vibration3,vibration4,vibration5,vibration6,vibration7,vibration8,vibration9,vibration10,vibration11,vibration12
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,1,3,4,5,2,3,6,6,0,0,0,0,0,0,0,0,0,1,1,1,0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,6,4,2,3,6,2,2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,1,4,3,5,1,4,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,2,3,5,7,1,3,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,6,6,3,3,5,4,2,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,3,3,4,6,2,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,1,3,4,5,2,3,5,5,0,0,0,0,529,69,0,548,0,62,0,0,0
437,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,6,1,3,5,6,2,3,6,6,0,0,0,0,463,284,0,304,0,7,0,0,48
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,5,2,3,5,4,3,3,6,5,0,0,0,0,63,305,0,210,0,48,1,1,42
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,3,3,4,6,2,3,5,7,6,1,0,0,7,41,0,29,0,550,0,0,4
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,3,6,2,4,6,6,7,0,0,10,0,5,0,2,0,75,0,0,1
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,6,2,3,7,5,0,0,0,8,0,1,0,1,0,10,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,4,3,4,6,2,3,7,6,0,0,0,1,0,1,0,0,0,1,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,5,2,3,4,5,1,3,6,5,0,0,0,1,0,1,0,0,0,0,0,0,1
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,6,2,3,4,6,3,4,6,7,1,0,0,1,0,378,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,5,4,4,3,5,2,3,5,7,0,0,0,0,0,326,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,5,2,3,4,6,1,3,6,7,0,0,0,0,0,43,0,0,0,0,1,0,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,4,3,5,5,2,3,6,6,0,0,0,0,0,6,0,0,0,0,1,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,5,2,4,3,7,2,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,4,3,4,6,2,4,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,6,1,2,4,5,2,3,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,7,2,3,5,5,3,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,7,3,3,4,7,2,3,7,5,0,0,0,0,0,1,0,0,1,0,0,0,1
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,6,2,2,4,5,2,3,6,5,0,0,0,0,0,0,0,0,0,0,0,2,1
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,6,2,2,6,7,1,0,0,0,0,0,0,0,0,0,0,1,0
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,6,1,2,4,6,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,6,1,3,4,6,2,3,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,7,4,3,4,7,4,3,6,7,153,0,0,264,161,209,1,168,0,304,194,6,0
458,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,7,2,3,4,4,3,4,7,6,132,0,0,228,138,153,0,330,0,228,168,6,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,5,3,3,4,6,3,3,6,6,19,0,0,28,19,48,0,429,0,82,22,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,5,3,4,4,6,2,3,7,7,0,0,1,7,2,6,0,58,0,57,3,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,1,4,5,6,1,4,6,5,0,0,0,0,0,0,0,7,0,51,1,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,6,6,2,3,4,6,2,4,6,7,0,0,0,0,0,18,0,1,0,32,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,1,4,4,5,2,4,5,7,0,0,0,0,0,480,0,0,0,2,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,3,3,3,5,2,3,6,5,0,0,1,0,0,431,0,0,0,2,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,6,2,3,4,6,2,3,5,5,0,0,0,0,0,59,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,6,2,3,3,5,4,5,6,5,0,0,0,0,0,8,1,0,0,1,0,1,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,6,2,3,4,5,2,3,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,6,6,2,3,3,4,2,4,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,1,3,5,6,3,4,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,2,3,4,6,1,3,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,6,3,3,4,6,2,5,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,2,3,4,6,2,3,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,5,2,3,4,6,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,7,2,3,5,5,3,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,1,3,4,5,2,3,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,7,5,2,4,4,6,2,3,7,6,0,0,0,0,1,2,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,6,1,3,3,5,2,4,6,6,0,1,127,0,3,231,1,268,0,25,0,0,82
478,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,6,3,3,4,6,2,3,5,6,0,1,110,9,71,200,1,309,0,420,0,0,471
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,2,4,4,6,1,3,6,6,0,0,15,9,62,28,1,498,0,293,0,0,478
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,2,3,4,5,2,4,5,7,0,0,2,0,7,4,0,68,0,131,0,0,65
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,6,2,3,4,5,2,2,5,5,1,0,0,0,1,272,0,9,0,19,0,1,8
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,6,2,3,4,5,2,3,5,5,0,0,0,0,0,236,0,0,0,1,0,0,1
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,7,2,3,4,5,2,4,6,6,0,1,0,0,0,31,0,0,0,1,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,7,5,1,3,4,5,2,3,5,6,0,0,1,1,0,4,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,2,3,4,6,1,3,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,2,4,6,2,4,5,6,0,0,0,18,0,0,0,0,0,0,0,1,1
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,2,3,4,5,2,3,6,6,0,0,0,15,1,0,0,0,0,0,0,0,1
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,4,1,3,6,5,0,0,0,2,0,0,0,0,0,0,0,0,1
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,3,4,6,2,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,2,3,4,6,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,6,2,4,3,5,2,3,6,7,0,0,0,1,0,0,0,0,0,0,0,0,1
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,7,2,5,4,5,1,4,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,5,2,3,4,6,2,3,6,6,0,0,0,1,0,0,0,0,0,1,1,0,0
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,7,1,3,3,6,2,4,5,6,0,0,0,0,0,0,0,0,1,0,1,0,1
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,2,4,4,5,1,2,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,5,1,4,4,5,4,3,7,5,3,0,0,338,500,31,0,504,0,2,23,0,0
497,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,6,4,3,6,6,2,0,266,290,430,29,0,375,1,3,20,0,27
498,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,6,1,3,4,6,2,3,7,6,0,0,230,40,59,52,0,111,0,1,2,1,24
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,2,3,3,6,3,3,6,7,1,0,32,6,6,7,0,15,0,2,0,1,3
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,5,1,4,4,5,2,3,6,7,0,0,2,0,1,0,0,2,0,0,0,1,1
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,2,4,4,6,1,3,7,6,0,0,1,0,0,0,0,0,0,1,0,1,0
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,7,4,3,4,7,1,3,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,2,5,4,5,2,3,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,2,4,4,6,2,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,3,3,4,6,2,2,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,6,1,3,5,5,2,4,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,6,2,3,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,2,3,4,6,2,4,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,4,3,3,5,2,3,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,3,4,5,5,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,5,2,2,3,5,1,3,4,7,0,0,1,0,0,0,0,0,0,0,1,0,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,2,4,3,5,4,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,4,4,5,1,3,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,6,1,5,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,6,2,3,4,5,2,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,4,4,6,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,3,3,4,6,2,3,6,7,74,0,0,0,182,10,0,464,0,78,39,112,0
518,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,2,2,4,6,3,3,6,6,64,0,0,0,157,10,0,143,0,67,33,96,101
519,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,6,2,4,4,5,2,4,6,6,8,0,0,0,15,18,0,524,0,9,5,13,87
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,7,2,3,3,5,2,3,6,5,1,0,1,0,5,38,0,71,0,1,0,1,12
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,2,4,4,5,2,3,6,7,1,0,0,2,3,18,0,8,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,5,2,4,4,6,2,3,7,7,1,0,0,1,0,18,0,1,0,0,1,0,0
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,5,1,3,3,5,2,3,6,6,0,0,0,1,0,2,0,1,0,0,0,0,1
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,6,2,3,3,6,2,3,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,5,2,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,6,2,2,3,6,1,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,5,1,4,5,6,2,5,6,6,0,0,1,0,0,1,0,0,0,0,0,0,1
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,5,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,7,1,3,4,6,2,4,7,6,0,0,0,0,0,0,0,0,0,558,0,0,0
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,2,4,5,5,2,3,7,8,0,0,0,0,0,0,0,0,0,76,0,1,0
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,5,3,3,3,7,2,2,6,7,0,0,1,1,0,0,0,0,1,8,0,0,0
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,3,4,6,3,4,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,2,4,5,6,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,6,5,2,3,4,7,1,3,6,5,0,0,1,0,0,1,0,0,1,0,1,0,0
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,5,2,3,4,6,2,4,6,8,326,1,7,0,533,86,1,70,0,180,188,10,8
536,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,6,2,4,5,5,2,3,5,6,278,1,5,0,428,75,0,485,0,399,163,7,6
537,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,4,5,4,6,2,3,6,6,515,0,1,8,89,11,0,479,0,55,23,1,2
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,6,6,1,4,4,6,2,3,6,7,486,0,1,52,12,0,0,67,0,541,3,1,1
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,6,2,1,4,6,2,3,6,6,65,0,0,54,3,0,0,8,0,475,6,0,0
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,6,1,3,4,5,1,2,5,5,9,0,0,7,2,0,0,1,0,63,5,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,6,2,3,5,5,2,3,6,6,1,1,0,0,0,0,0,0,0,9,1,1,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,6,2,3,4,5,3,3,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,1,3,4,5,2,3,6,7,0,1,0,0,0,0,1,0,0,1,0,0,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,1,3,4,6,2,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,7,1,3,5,6,2,4,5,5,1,0,0,1,0,0,1,0,0,0,1,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,7,2,3,4,6,2,3,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,5,2,3,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,5,4,5,4,6,1,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,5,2,4,3,5,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,7,2,3,4,5,4,3,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,2,3,4,5,3,1,5,7,0,0,0,3,0,0,0,0,0,0,0,1,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,2,3,4,5,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,6,1,3,5,5,2,3,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,1,3,4,6,2,3,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,3,3,3,5,1,3,6,7,0,0,0,1,0,0,0,0,0,0,1,0,0
556,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,2,3,4,6,1,3,6,5,159,2,0,0,33,345,0,542,0,2,88,4,0
557,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,2,4,4,6,2,2,6,5,137,1,0,0,29,296,0,442,1,3,77,2,0
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,5,1,3,5,5,2,4,6,6,18,1,0,0,3,38,0,86,1,0,10,2,0
