time,touch0,touch1,touch2,touch3,touch4,touch5,touch6,touch7,touch8,touch9,touch10,touch11,touch12,touch13,touch14,touch15,touch16,touch17,touch18,touch19,touch20,touch21,touch22,touch23,touch24,touch25,pressure0,pressure1,pressure2,pressure3,pressure4,pressure5,pressure6,pressure7,pressure8,pressure9,pressure10,pressure11,pressure12,vibration0,vibration1,vibration2,vibration3,vibration4,vibration5,vibration6,vibration7,vibration8,vibration9,vibration10,vibration11,vibration12
472,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,2,3,4,5,3,3,5,6,0,0,9,0,18,1,0,46,0,0,4,0,0
473,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,2,5,4,6,2,3,5,5,0,0,2,0,0,1,0,7,0,1,0,0,0
474,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,6,2,3,4,6,0,4,5,5,0,0,0,0,2,0,0,0,0,1,0,0,0
475,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,1,4,4,5,2,2,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,6,2,3,4,5,1,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,3,2,4,5,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,3,3,5,4,2,2,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,3,4,4,5,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,100
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,7,3,2,4,5,2,3,6,7,0,0,0,0,0,0,1,0,0,0,0,0,88
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,4,2,4,4,5,2,4,6,6,0,0,0,0,0,0,0,0,1,0,0,0,11
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,2,4,4,5,2,3,6,7,0,0,0,1,0,0,0,0,0,0,0,0,2
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,2,3,4,5,2,4,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,5,2,4,4,4,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,6,2,2,4,5,2,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,5,2,3,4,5,1,3,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,1,4,5,6,1,3,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,7,2,4,5,5,3,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,2,3,4,5,2,3,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,6,2,3,5,5,3,2,4,5,29,0,0,0,4,19,0,424,0,9,337,0,2
491,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,5,3,4,3,6,2,3,7,6,3,0,1,0,1,546,1,39,0,70,291,0,11
492,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,4,0,3,4,5,2,3,5,7,0,0,0,0,0,18,0,23,0,8,39,0,10
493,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,7,3,3,4,5,3,3,5,6,0,0,1,0,0,491,0,3,0,2,5,0,1
494,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,1,3,4,6,1,2,6,6,0,1,0,0,1,67,0,0,1,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,5,2,3,6,6,0,0,0,0,0,8,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,3,3,4,5,3,3,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,2,2,5,6,2,2,7,6,0,0,0,0,1,1,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,2,2,4,5,2,1,6,5,1,0,0,0,0,0,0,0,0,0,1,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,1,4,4,6,2,3,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,6,2,3,4,4,2,3,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,2,3,5,5,2,4,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,6,1,4,4,6,2,3,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,7,2,4,3,6,1,2,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,3,3,3,4,2,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,3,5,5,3,2,6,6,0,0,0,0,0,0,0,1,0,0,0,1,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,6,2,2,5,5,3,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,5,6,3,3,4,6,3,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4,2,2,3,6,2,2,6,6,12,0,10,0,525,322,1,319,0,0,4,452,414
509,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,6,2,4,5,6,2,4,5,7,10,0,8,0,224,278,0,242,0,73,36,389,357
510,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,1,2,5,6,1,2,5,6,2,0,0,0,261,38,0,32,0,63,61,37,48
511,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,6,2,3,6,6,0,0,0,0,35,3,0,513,0,6,88,21,7
512,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,4,5,5,2,3,6,7,0,0,0,0,4,51,1,69,0,4,12,2,0
513,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,5,1,4,5,4,2,3,7,5,0,0,0,0,1,46,0,9,0,0,1,0,1
514,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,6,2,3,4,5,1,3,6,6,0,1,0,0,0,4,0,1,0,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,7,3,3,4,5,1,2,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,2,4,5,5,2,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,6,2,3,4,6,3,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,2,3,4,6,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,363
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,2,3,5,5,2,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,313
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,1,4,4,6,3,2,6,6,1,0,0,0,0,0,0,0,0,0,1,0,42
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,6,2,3,4,5,1,3,7,6,1,0,0,0,0,0,0,0,0,0,0,0,5
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,6,1,4,4,6,3,3,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,1,3,4,6,2,2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,7,2,3,5,6,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,5,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,2,3,5,7,2,3,6,6,0,0,0,0,0,1,0,1,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,6,2,3,3,7,2,3,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,2,3,4,7,3,2,6,5,0,1,0,0,1,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,3,3,5,6,2,4,7,7,0,1,50,0,0,1,0,507,0,15,0,0,0
530,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,3,4,5,6,2,2,6,6,0,0,44,0,0,0,0,306,0,36,5,0,0
531,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,3,4,4,5,2,5,6,6,0,0,6,0,0,18,0,302,0,46,5,0,0
532,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,6,2,3,3,6,2,4,6,6,0,0,0,0,0,1,0,58,0,265,0,0,0
533,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,2,3,4,5,2,3,6,6,0,0,0,0,0,1,0,7,0,36,0,0,0
534,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,6,1,3,4,6,2,4,6,6,0,0,0,0,0,0,0,1,0,4,0,0,0
535,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,6,1,3,4,4,3,3,6,5,0,0,0,0,0,1,0,0,0,0,1,0,0
536,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,5,3,4,4,5,1,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,2,4,4,6,2,4,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,6,3,4,4,6,2,3,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,4,1,3,4,6,1,2,6,6,0,0,0,0,2,0,0,1,1,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,3,3,4,6,3,4,7,6,0,0,0,0,1,0,0,1,1,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,2,3,5,5,2,3,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,5,1,3,4,6,2,4,7,6,1,0,0,0,1,0,0,0,1,0,0,0,0
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,5,3,2,3,5,3,3,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,2,3,4,6,2,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,1,3,4,6,3,3,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,2,4,6,2,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,5,369,4,5,6,3,2,6,6,0,0,0,0,0,520,0,391,0,0,0,0,359
548,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,2,3,4,6,3,2,5,6,1,0,0,0,0,447,0,209,1,0,0,0,310
549,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,2,3,4,6,3,3,5,7,171,0,0,0,0,62,1,194,0,8,0,519,43
550,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,2,3,4,6,2,3,5,6,149,0,0,536,4,8,0,351,0,181,1,448,5
551,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,5,2,3,4,6,2,3,6,6,20,0,0,452,10,0,1,48,0,164,0,61,0
552,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,6,2,3,4,5,1,2,5,7,2,0,0,72,1,0,0,6,0,22,0,9,0
553,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,2,3,3,6,2,3,6,6,0,0,1,9,0,0,0,0,0,3,0,0,0
554,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,6,1,4,4,6,2,2,7,6,0,0,0,1,0,0,0,0,0,0,0,1,0
555,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,4,4,3,6,1,3,6,6,0,0,0,0,1,0,0,0,1,1,0,0,0
556,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,3,3,4,6,2,3,6,5,0,0,0,0,1,0,0,0,0,0,0,0,1
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,7,2,3,5,6,2,3,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,4,2,3,4,5,2,3,5,6,0,0,0,0,1,0,0,1,0,1,1,0,0
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,6,3,3,5,5,2,4,5,7,0,0,0,0,1,0,0,0,0,0,1,0,0
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,2,2,4,6,1,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,2,3,4,5,2,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,7,2,3,4,4,0,4,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,1,2,4,5,2,3,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,0,3,4,5,2,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,2,3,5,6,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,7,2,3,4,5,1,3,6,7,0,0,0,0,0,0,0,0,0,0,1,0,1
567,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,2,3,5,5,2,3,7,6,9,1,0,0,471,42,0,424,1,83,127,0,0
568,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,5,2,3,4,5,2,3,5,7,7,0,0,2,421,36,0,365,2,70,108,3,0
569,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,5,1,3,4,5,2,3,5,7,1,0,0,2,54,4,0,50,1,491,14,3,0
570,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,2,3,4,6,2,3,5,7,0,0,0,0,0,0,1,1,0,61,0,0,13
571,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,2,3,4,4,2,3,6,6,0,0,0,0,0,252,0,0,0,548,0,0,1
572,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,6,2,3,4,6,1,2,6,7,0,0,0,0,0,218,0,0,0,76,0,0,0
573,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,6,3,3,4,5,2,2,6,6,0,0,0,0,0,29,0,0,0,8,0,0,0
574,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,3,2,5,6,2,4,5,6,0,0,0,0,0,3,0,0,0,1,0,0,0
575,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,6,2,2,3,5,2,3,6,7,0,0,0,0,0,1,0,1,0,0,1,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,5,3,3,6,5,2,2,6,8,0,0,0,0,0,1,0,1,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,1,3,4,4,1,3,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,7,2,3,4,5,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,7,2,2,3,6,1,3,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,5,2,3,4,5,3,3,6,7,0,1,0,0,0,0,0,1,0,0,1,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,2,3,6,4,3,2,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,3,3,4,6,2,3,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,3,4,4,6,2,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,7,2,3,4,5,3,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,6,3,3,4,5,2,4,6,8,0,0,0,0,1,0,0,0,1,0,0,1,0
586,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,2,3,5,6,1,3,6,5,0,0,0,1,407,33,0,532,1,555,12,0,144
587,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,5,4,2,3,5,2,2,4,7,0,0,0,0,299,28,0,294,0,78,10,0,125
588,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,2,3,5,6,0,3,6,6,0,0,0,144,94,234,0,201,0,44,2,0,17
589,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,6,2,3,5,5,2,3,5,7,0,0,0,125,12,205,0,31,0,48,0,0,3
590,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,2,3,5,5,3,3,6,6,0,0,0,17,11,29,0,4,0,7,0,0,1
591,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,4,2,4,3,6,2,2,5,7,0,0,0,3,5,4,0,1,0,557,0,0,1
592,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,2,2,4,5,2,2,7,6,0,0,0,0,0,0,0,1,0,75,0,0,0
593,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,6,2,3,4,5,2,4,5,6,0,0,0,0,0,0,0,0,0,10,0,0,0
594,0,0,0,0,0,0,0,0,0,0,1023,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,7,2,2,4,6,0,3,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0
595,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,3,3,4,5,3,2,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,2,3,4,4,1,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,6,2,3,5,5,2,3,6,6,0,0,0,1,0,0,0,0,0,0,0,1,0
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,2,3,4,6,3,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,3,3,5,5,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
